lcd_id,lcd_version,contractor_id,contractor_type_id,contractor_version,last_updated
32553,20,228,9,2,2024-10-29 11:31:49.207000000
32553,20,238,9,2,2024-10-29 11:31:49.207000000
32553,20,239,8,1,2024-10-29 11:31:49.207000000
32553,20,240,8,1,2024-10-29 11:31:49.207000000
33252,29,368,12,1,2020-06-19 22:52:07.913000000
33252,29,369,12,1,2020-06-19 22:52:07.913000000
33252,29,370,12,1,2020-06-19 22:52:07.913000000
33252,29,371,12,1,2020-06-19 22:52:07.913000000
33252,29,372,12,1,2020-06-19 22:52:07.913000000
33261,40,368,12,1,2021-05-21 14:22:14.300000000
33261,40,369,12,1,2021-05-21 14:22:14.300000000
33261,40,370,12,1,2021-05-21 14:22:14.300000000
33261,40,371,12,1,2021-05-21 14:22:14.300000000
33261,40,372,12,1,2021-05-21 14:22:14.300000000
33267,17,368,12,1,2019-11-21 23:30:59.287000000
33267,17,369,12,1,2019-11-21 23:30:59.287000000
33267,17,370,12,1,2019-11-21 23:30:59.287000000
33267,17,371,12,1,2019-11-21 23:30:59.287000000
33267,17,372,12,1,2019-11-21 23:30:59.287000000
33274,36,368,12,1,2021-01-29 16:06:51.883000000
33274,36,369,12,1,2021-01-29 16:06:51.883000000
33274,36,370,12,1,2021-01-29 16:06:51.883000000
33274,36,371,12,1,2021-01-29 16:06:51.883000000
33274,36,372,12,1,2021-01-29 16:06:51.883000000
33312,37,139,10,2,2025-03-25 18:07:02.747000000
33312,37,140,10,2,2025-03-25 18:07:02.747000000
33312,37,388,10,1,2025-03-25 18:07:02.747000000
33312,37,389,10,1,2025-03-25 18:07:02.747000000
33317,34,139,10,2,2025-03-27 12:50:40.197000000
33317,34,140,10,2,2025-03-27 12:50:40.197000000
33317,34,388,10,1,2025-03-27 12:50:40.197000000
33317,34,389,10,1,2025-03-27 12:50:40.197000000
33318,57,139,10,2,2025-01-08 18:05:04.017000000
33318,57,140,10,2,2025-01-08 18:05:04.017000000
33318,57,388,10,1,2025-01-08 18:05:04.017000000
33318,57,389,10,1,2025-01-08 18:05:04.017000000
33369,26,139,10,2,2020-02-28 20:03:20.573000000
33369,26,140,10,2,2020-02-28 20:03:20.573000000
33369,26,388,10,1,2020-02-28 20:03:20.573000000
33369,26,389,10,1,2020-02-28 20:03:20.573000000
33370,49,139,10,2,2023-12-07 15:38:17.037000000
33370,49,140,10,2,2023-12-07 15:38:17.037000000
33370,49,388,10,1,2023-12-07 15:38:17.037000000
33370,49,389,10,1,2023-12-07 15:38:17.037000000
33393,9,272,11,1,2023-11-07 22:08:52.930000000
33393,9,308,13,1,2023-11-07 22:08:52.930000000
33394,54,269,8,1,2025-05-22 13:38:26.790000000
33394,54,270,8,1,2025-05-22 13:38:26.790000000
33394,54,271,8,1,2025-05-22 13:38:26.790000000
33394,54,273,9,1,2025-05-22 13:38:26.790000000
33394,54,274,9,1,2025-05-22 13:38:26.790000000
33394,54,275,9,1,2025-05-22 13:38:26.790000000
33394,54,297,13,1,2025-05-22 13:38:26.790000000
33394,54,298,13,1,2025-05-22 13:38:26.790000000
33394,54,299,13,1,2025-05-22 13:38:26.790000000
33394,54,300,13,1,2025-05-22 13:38:26.790000000
33394,54,301,13,1,2025-05-22 13:38:26.790000000
33394,54,302,13,1,2025-05-22 13:38:26.790000000
33394,54,303,13,1,2025-05-22 13:38:26.790000000
33394,54,304,13,1,2025-05-22 13:38:26.790000000
33394,54,305,13,1,2025-05-22 13:38:26.790000000
33394,54,306,13,1,2025-05-22 13:38:26.790000000
33394,54,307,13,1,2025-05-22 13:38:26.790000000
33394,54,309,13,1,2025-05-22 13:38:26.790000000
33394,54,310,13,1,2025-05-22 13:38:26.790000000
33394,54,311,13,1,2025-05-22 13:38:26.790000000
33394,54,312,13,1,2025-05-22 13:38:26.790000000
33394,54,313,13,1,2025-05-22 13:38:26.790000000
33396,10,269,8,1,2019-10-18 14:28:57.443000000
33396,10,270,8,1,2019-10-18 14:28:57.443000000
33396,10,271,8,1,2019-10-18 14:28:57.443000000
33396,10,273,9,1,2019-10-18 14:28:57.443000000
33396,10,274,9,1,2019-10-18 14:28:57.443000000
33396,10,275,9,1,2019-10-18 14:28:57.443000000
33396,10,297,13,1,2019-10-18 14:28:57.443000000
33396,10,298,13,1,2019-10-18 14:28:57.443000000
33396,10,299,13,1,2019-10-18 14:28:57.443000000
33396,10,300,13,1,2019-10-18 14:28:57.443000000
33396,10,301,13,1,2019-10-18 14:28:57.443000000
33396,10,302,13,1,2019-10-18 14:28:57.443000000
33396,10,303,13,1,2019-10-18 14:28:57.443000000
33396,10,304,13,1,2019-10-18 14:28:57.443000000
33396,10,305,13,1,2019-10-18 14:28:57.443000000
33396,10,306,13,1,2019-10-18 14:28:57.443000000
33396,10,307,13,1,2019-10-18 14:28:57.443000000
33396,10,309,13,1,2019-10-18 14:28:57.443000000
33396,10,310,13,1,2019-10-18 14:28:57.443000000
33396,10,311,13,1,2019-10-18 14:28:57.443000000
33396,10,312,13,1,2019-10-18 14:28:57.443000000
33396,10,313,13,1,2019-10-18 14:28:57.443000000
33398,32,269,8,1,2023-02-02 20:00:13.140000000
33398,32,270,8,1,2023-02-02 20:00:13.140000000
33398,32,271,8,1,2023-02-02 20:00:13.140000000
33398,32,273,9,1,2023-02-02 20:00:13.140000000
33398,32,274,9,1,2023-02-02 20:00:13.140000000
33398,32,275,9,1,2023-02-02 20:00:13.140000000
33398,32,297,13,1,2023-02-02 20:00:13.140000000
33398,32,298,13,1,2023-02-02 20:00:13.140000000
33398,32,299,13,1,2023-02-02 20:00:13.140000000
33398,32,300,13,1,2023-02-02 20:00:13.140000000
33398,32,301,13,1,2023-02-02 20:00:13.140000000
33398,32,302,13,1,2023-02-02 20:00:13.140000000
33398,32,303,13,1,2023-02-02 20:00:13.140000000
33398,32,304,13,1,2023-02-02 20:00:13.140000000
33398,32,305,13,1,2023-02-02 20:00:13.140000000
33398,32,306,13,1,2023-02-02 20:00:13.140000000
33398,32,307,13,1,2023-02-02 20:00:13.140000000
33398,32,309,13,1,2023-02-02 20:00:13.140000000
33398,32,310,13,1,2023-02-02 20:00:13.140000000
33398,32,311,13,1,2023-02-02 20:00:13.140000000
33398,32,312,13,1,2023-02-02 20:00:13.140000000
33398,32,313,13,1,2023-02-02 20:00:13.140000000
33399,14,269,8,1,2019-12-20 17:22:27.337000000
33399,14,270,8,1,2019-12-20 17:22:27.337000000
33399,14,271,8,1,2019-12-20 17:22:27.337000000
33399,14,273,9,1,2019-12-20 17:22:27.337000000
33399,14,274,9,1,2019-12-20 17:22:27.337000000
33399,14,275,9,1,2019-12-20 17:22:27.337000000
33399,14,297,13,1,2019-12-20 17:22:27.337000000
33399,14,298,13,1,2019-12-20 17:22:27.337000000
33399,14,299,13,1,2019-12-20 17:22:27.337000000
33399,14,300,13,1,2019-12-20 17:22:27.337000000
33399,14,301,13,1,2019-12-20 17:22:27.337000000
33399,14,302,13,1,2019-12-20 17:22:27.337000000
33399,14,303,13,1,2019-12-20 17:22:27.337000000
33399,14,304,13,1,2019-12-20 17:22:27.337000000
33399,14,305,13,1,2019-12-20 17:22:27.337000000
33399,14,306,13,1,2019-12-20 17:22:27.337000000
33399,14,307,13,1,2019-12-20 17:22:27.337000000
33399,14,309,13,1,2019-12-20 17:22:27.337000000
33399,14,310,13,1,2019-12-20 17:22:27.337000000
33399,14,311,13,1,2019-12-20 17:22:27.337000000
33399,14,312,13,1,2019-12-20 17:22:27.337000000
33399,14,313,13,1,2019-12-20 17:22:27.337000000
33405,25,368,12,1,2020-06-19 22:57:32.487000000
33405,25,369,12,1,2020-06-19 22:57:32.487000000
33405,25,370,12,1,2020-06-19 22:57:32.487000000
33405,25,371,12,1,2020-06-19 22:57:32.487000000
33405,25,372,12,1,2020-06-19 22:57:32.487000000
33411,29,368,12,1,2019-10-02 20:01:24.527000000
33411,29,369,12,1,2019-10-02 20:01:24.527000000
33411,29,370,12,1,2019-10-02 20:01:24.527000000
33411,29,371,12,1,2019-10-02 20:01:24.527000000
33411,29,372,12,1,2019-10-02 20:01:24.527000000
33417,40,378,13,1,2021-04-05 19:41:21.933000000
33417,40,379,13,1,2021-04-05 19:41:21.933000000
33417,40,380,13,1,2021-04-05 19:41:21.933000000
33417,40,381,13,1,2021-04-05 19:41:21.933000000
33417,40,394,12,1,2021-04-05 19:41:21.933000000
33417,40,395,12,1,2021-04-05 19:41:21.933000000
33417,40,396,12,1,2021-04-05 19:41:21.933000000
33420,41,374,13,1,2021-02-25 14:46:39.370000000
33420,41,375,13,1,2021-02-25 14:46:39.370000000
33420,41,376,13,1,2021-02-25 14:46:39.370000000
33420,41,377,13,1,2021-02-25 14:46:39.370000000
33420,41,378,13,1,2021-02-25 14:46:39.370000000
33420,41,379,13,1,2021-02-25 14:46:39.370000000
33420,41,380,13,1,2021-02-25 14:46:39.370000000
33420,41,381,13,1,2021-02-25 14:46:39.370000000
33420,41,391,12,1,2021-02-25 14:46:39.370000000
33420,41,392,12,1,2021-02-25 14:46:39.370000000
33420,41,393,12,1,2021-02-25 14:46:39.370000000
33420,41,394,12,1,2021-02-25 14:46:39.370000000
33420,41,395,12,1,2021-02-25 14:46:39.370000000
33420,41,396,12,1,2021-02-25 14:46:39.370000000
33422,40,378,13,1,2021-06-04 14:36:33.740000000
33422,40,379,13,1,2021-06-04 14:36:33.740000000
33422,40,380,13,1,2021-06-04 14:36:33.740000000
33422,40,381,13,1,2021-06-04 14:36:33.740000000
33422,40,394,12,1,2021-06-04 14:36:33.740000000
33422,40,395,12,1,2021-06-04 14:36:33.740000000
33422,40,396,12,1,2021-06-04 14:36:33.740000000
33423,58,374,13,1,2025-06-20 13:43:45.463000000
33423,58,375,13,1,2025-06-20 13:43:45.463000000
33423,58,376,13,1,2025-06-20 13:43:45.463000000
33423,58,377,13,1,2025-06-20 13:43:45.463000000
33423,58,378,13,1,2025-06-20 13:43:45.463000000
33423,58,379,13,1,2025-06-20 13:43:45.463000000
33423,58,380,13,1,2025-06-20 13:43:45.463000000
33423,58,381,13,1,2025-06-20 13:43:45.463000000
33423,58,391,12,1,2025-06-20 13:43:45.463000000
33423,58,392,12,1,2025-06-20 13:43:45.463000000
33423,58,393,12,1,2025-06-20 13:43:45.463000000
33423,58,394,12,1,2025-06-20 13:43:45.463000000
33423,58,395,12,1,2025-06-20 13:43:45.463000000
33423,58,396,12,1,2025-06-20 13:43:45.463000000
33428,53,374,13,1,2021-07-23 13:55:57.220000000
33428,53,375,13,1,2021-07-23 13:55:57.220000000
33428,53,376,13,1,2021-07-23 13:55:57.220000000
33428,53,377,13,1,2021-07-23 13:55:57.220000000
33428,53,378,13,1,2021-07-23 13:55:57.220000000
33428,53,379,13,1,2021-07-23 13:55:57.220000000
33428,53,380,13,1,2021-07-23 13:55:57.220000000
33428,53,381,13,1,2021-07-23 13:55:57.220000000
33428,53,391,12,1,2021-07-23 13:55:57.220000000
33428,53,392,12,1,2021-07-23 13:55:57.220000000
33428,53,393,12,1,2021-07-23 13:55:57.220000000
33428,53,394,12,1,2021-07-23 13:55:57.220000000
33428,53,395,12,1,2021-07-23 13:55:57.220000000
33428,53,396,12,1,2021-07-23 13:55:57.220000000
33431,54,378,13,1,2022-03-03 14:40:15.350000000
33431,54,379,13,1,2022-03-03 14:40:15.350000000
33431,54,380,13,1,2022-03-03 14:40:15.350000000
33431,54,381,13,1,2022-03-03 14:40:15.350000000
33431,54,394,12,1,2022-03-03 14:40:15.350000000
33431,54,395,12,1,2022-03-03 14:40:15.350000000
33431,54,396,12,1,2022-03-03 14:40:15.350000000
33436,38,378,13,1,2023-11-10 13:33:12.917000000
33436,38,379,13,1,2023-11-10 13:33:12.917000000
33436,38,380,13,1,2023-11-10 13:33:12.917000000
33436,38,381,13,1,2023-11-10 13:33:12.917000000
33436,38,394,12,1,2023-11-10 13:33:12.917000000
33436,38,395,12,1,2023-11-10 13:33:12.917000000
33436,38,396,12,1,2023-11-10 13:33:12.917000000
33438,47,378,13,1,2024-07-12 13:09:21.303000000
33438,47,379,13,1,2024-07-12 13:09:21.303000000
33438,47,380,13,1,2024-07-12 13:09:21.303000000
33438,47,381,13,1,2024-07-12 13:09:21.303000000
33438,47,394,12,1,2024-07-12 13:09:21.303000000
33438,47,395,12,1,2024-07-12 13:09:21.303000000
33438,47,396,12,1,2024-07-12 13:09:21.303000000
33444,42,378,13,1,2024-12-23 14:14:07.780000000
33444,42,379,13,1,2024-12-23 14:14:07.780000000
33444,42,380,13,1,2024-12-23 14:14:07.780000000
33444,42,381,13,1,2024-12-23 14:14:07.780000000
33444,42,394,12,1,2024-12-23 14:14:07.780000000
33444,42,395,12,1,2024-12-23 14:14:07.780000000
33444,42,396,12,1,2024-12-23 14:14:07.780000000
33445,71,374,13,1,2019-10-14 18:31:32.373000000
33445,71,375,13,1,2019-10-14 18:31:32.373000000
33445,71,376,13,1,2019-10-14 18:31:32.373000000
33445,71,377,13,1,2019-10-14 18:31:32.373000000
33445,71,378,13,1,2019-10-14 18:31:32.373000000
33445,71,379,13,1,2019-10-14 18:31:32.373000000
33445,71,380,13,1,2019-10-14 18:31:32.373000000
33445,71,381,13,1,2019-10-14 18:31:32.373000000
33445,71,391,12,1,2019-10-14 18:31:32.373000000
33445,71,392,12,1,2019-10-14 18:31:32.373000000
33445,71,393,12,1,2019-10-14 18:31:32.373000000
33445,71,394,12,1,2019-10-14 18:31:32.373000000
33445,71,395,12,1,2019-10-14 18:31:32.373000000
33445,71,396,12,1,2019-10-14 18:31:32.373000000
33446,47,378,13,1,2021-06-18 14:58:02.380000000
33446,47,379,13,1,2021-06-18 14:58:02.380000000
33446,47,380,13,1,2021-06-18 14:58:02.380000000
33446,47,381,13,1,2021-06-18 14:58:02.380000000
33446,47,394,12,1,2021-06-18 14:58:02.380000000
33446,47,395,12,1,2021-06-18 14:58:02.380000000
33446,47,396,12,1,2021-06-18 14:58:02.380000000
33447,48,378,13,1,2024-09-10 13:47:08.327000000
33447,48,379,13,1,2024-09-10 13:47:08.327000000
33447,48,380,13,1,2024-09-10 13:47:08.327000000
33447,48,381,13,1,2024-09-10 13:47:08.327000000
33447,48,394,12,1,2024-09-10 13:47:08.327000000
33447,48,395,12,1,2024-09-10 13:47:08.327000000
33447,48,396,12,1,2024-09-10 13:47:08.327000000
33449,36,378,13,1,2019-11-09 15:55:38.667000000
33449,36,379,13,1,2019-11-09 15:55:38.667000000
33449,36,380,13,1,2019-11-09 15:55:38.667000000
33449,36,381,13,1,2019-11-09 15:55:38.667000000
33449,36,394,12,1,2019-11-09 15:55:38.667000000
33449,36,395,12,1,2019-11-09 15:55:38.667000000
33449,36,396,12,1,2019-11-09 15:55:38.667000000
33455,31,378,13,1,2021-09-03 12:52:54.617000000
33455,31,379,13,1,2021-09-03 12:52:54.617000000
33455,31,380,13,1,2021-09-03 12:52:54.617000000
33455,31,381,13,1,2021-09-03 12:52:54.617000000
33455,31,394,12,1,2021-09-03 12:52:54.617000000
33455,31,395,12,1,2021-09-03 12:52:54.617000000
33455,31,396,12,1,2021-09-03 12:52:54.617000000
33456,71,374,13,1,2023-06-05 14:08:41.103000000
33456,71,375,13,1,2023-06-05 14:08:41.103000000
33456,71,376,13,1,2023-06-05 14:08:41.103000000
33456,71,377,13,1,2023-06-05 14:08:41.103000000
33456,71,378,13,1,2023-06-05 14:08:41.103000000
33456,71,379,13,1,2023-06-05 14:08:41.103000000
33456,71,380,13,1,2023-06-05 14:08:41.103000000
33456,71,381,13,1,2023-06-05 14:08:41.103000000
33456,71,391,12,1,2023-06-05 14:08:41.103000000
33456,71,392,12,1,2023-06-05 14:08:41.103000000
33456,71,393,12,1,2023-06-05 14:08:41.103000000
33456,71,394,12,1,2023-06-05 14:08:41.103000000
33456,71,395,12,1,2023-06-05 14:08:41.103000000
33456,71,396,12,1,2023-06-05 14:08:41.103000000
33457,61,374,13,1,2023-03-14 13:39:27.203000000
33457,61,375,13,1,2023-03-14 13:39:27.203000000
33457,61,376,13,1,2023-03-14 13:39:27.203000000
33457,61,377,13,1,2023-03-14 13:39:27.203000000
33457,61,378,13,1,2023-03-14 13:39:27.203000000
33457,61,379,13,1,2023-03-14 13:39:27.203000000
33457,61,380,13,1,2023-03-14 13:39:27.203000000
33457,61,381,13,1,2023-03-14 13:39:27.203000000
33457,61,391,12,1,2023-03-14 13:39:27.203000000
33457,61,392,12,1,2023-03-14 13:39:27.203000000
33457,61,393,12,1,2023-03-14 13:39:27.203000000
33457,61,394,12,1,2023-03-14 13:39:27.203000000
33457,61,395,12,1,2023-03-14 13:39:27.203000000
33457,61,396,12,1,2023-03-14 13:39:27.203000000
33458,69,378,13,1,2021-05-20 13:31:47.473000000
33458,69,379,13,1,2021-05-20 13:31:47.473000000
33458,69,380,13,1,2021-05-20 13:31:47.473000000
33458,69,381,13,1,2021-05-20 13:31:47.473000000
33458,69,394,12,1,2021-05-20 13:31:47.473000000
33458,69,395,12,1,2021-05-20 13:31:47.473000000
33458,69,396,12,1,2021-05-20 13:31:47.473000000
33459,43,374,13,1,2024-06-07 13:39:46.303000000
33459,43,375,13,1,2024-06-07 13:39:46.303000000
33459,43,376,13,1,2024-06-07 13:39:46.303000000
33459,43,377,13,1,2024-06-07 13:39:46.303000000
33459,43,378,13,1,2024-06-07 13:39:46.303000000
33459,43,379,13,1,2024-06-07 13:39:46.303000000
33459,43,380,13,1,2024-06-07 13:39:46.303000000
33459,43,381,13,1,2024-06-07 13:39:46.303000000
33459,43,391,12,1,2024-06-07 13:39:46.303000000
33459,43,392,12,1,2024-06-07 13:39:46.303000000
33459,43,393,12,1,2024-06-07 13:39:46.303000000
33459,43,394,12,1,2024-06-07 13:39:46.303000000
33459,43,395,12,1,2024-06-07 13:39:46.303000000
33459,43,396,12,1,2024-06-07 13:39:46.303000000
33461,64,378,13,1,2024-03-01 14:55:00.403000000
33461,64,379,13,1,2024-03-01 14:55:00.403000000
33461,64,380,13,1,2024-03-01 14:55:00.403000000
33461,64,381,13,1,2024-03-01 14:55:00.403000000
33461,64,394,12,1,2024-03-01 14:55:00.403000000
33461,64,395,12,1,2024-03-01 14:55:00.403000000
33461,64,396,12,1,2024-03-01 14:55:00.403000000
33467,49,374,13,1,2023-05-01 14:04:49.260000000
33467,49,375,13,1,2023-05-01 14:04:49.260000000
33467,49,376,13,1,2023-05-01 14:04:49.260000000
33467,49,377,13,1,2023-05-01 14:04:49.260000000
33467,49,378,13,1,2023-05-01 14:04:49.260000000
33467,49,379,13,1,2023-05-01 14:04:49.260000000
33467,49,380,13,1,2023-05-01 14:04:49.260000000
33467,49,381,13,1,2023-05-01 14:04:49.260000000
33467,49,391,12,1,2023-05-01 14:04:49.260000000
33467,49,392,12,1,2023-05-01 14:04:49.260000000
33467,49,393,12,1,2023-05-01 14:04:49.260000000
33467,49,394,12,1,2023-05-01 14:04:49.260000000
33467,49,395,12,1,2023-05-01 14:04:49.260000000
33467,49,396,12,1,2023-05-01 14:04:49.260000000
33557,45,269,8,1,2019-09-17 16:49:14.123000000
33557,45,270,8,1,2019-09-17 16:49:14.123000000
33557,45,271,8,1,2019-09-17 16:49:14.123000000
33557,45,273,9,1,2019-09-17 16:49:14.123000000
33557,45,274,9,1,2019-09-17 16:49:14.123000000
33557,45,275,9,1,2019-09-17 16:49:14.123000000
33557,45,297,13,1,2019-09-17 16:49:14.123000000
33557,45,298,13,1,2019-09-17 16:49:14.123000000
33557,45,299,13,1,2019-09-17 16:49:14.123000000
33557,45,300,13,1,2019-09-17 16:49:14.123000000
33557,45,301,13,1,2019-09-17 16:49:14.123000000
33557,45,302,13,1,2019-09-17 16:49:14.123000000
33557,45,303,13,1,2019-09-17 16:49:14.123000000
33557,45,304,13,1,2019-09-17 16:49:14.123000000
33557,45,305,13,1,2019-09-17 16:49:14.123000000
33557,45,306,13,1,2019-09-17 16:49:14.123000000
33557,45,307,13,1,2019-09-17 16:49:14.123000000
33557,45,309,13,1,2019-09-17 16:49:14.123000000
33557,45,310,13,1,2019-09-17 16:49:14.123000000
33557,45,311,13,1,2019-09-17 16:49:14.123000000
33557,45,312,13,1,2019-09-17 16:49:14.123000000
33557,45,313,13,1,2019-09-17 16:49:14.123000000
33558,32,269,8,1,2019-09-11 17:28:50.360000000
33558,32,270,8,1,2019-09-11 17:28:50.360000000
33558,32,271,8,1,2019-09-11 17:28:50.360000000
33558,32,273,9,1,2019-09-11 17:28:50.360000000
33558,32,274,9,1,2019-09-11 17:28:50.360000000
33558,32,275,9,1,2019-09-11 17:28:50.360000000
33558,32,297,13,1,2019-09-11 17:28:50.360000000
33558,32,298,13,1,2019-09-11 17:28:50.360000000
33558,32,299,13,1,2019-09-11 17:28:50.360000000
33558,32,300,13,1,2019-09-11 17:28:50.360000000
33558,32,301,13,1,2019-09-11 17:28:50.360000000
33558,32,302,13,1,2019-09-11 17:28:50.360000000
33558,32,303,13,1,2019-09-11 17:28:50.360000000
33558,32,304,13,1,2019-09-11 17:28:50.360000000
33558,32,305,13,1,2019-09-11 17:28:50.360000000
33558,32,306,13,1,2019-09-11 17:28:50.360000000
33558,32,307,13,1,2019-09-11 17:28:50.360000000
33558,32,309,13,1,2019-09-11 17:28:50.360000000
33558,32,310,13,1,2019-09-11 17:28:50.360000000
33558,32,311,13,1,2019-09-11 17:28:50.360000000
33558,32,312,13,1,2019-09-11 17:28:50.360000000
33558,32,313,13,1,2019-09-11 17:28:50.360000000
33559,28,269,8,1,2022-02-02 17:59:58.607000000
33559,28,270,8,1,2022-02-02 17:59:58.607000000
33559,28,271,8,1,2022-02-02 17:59:58.607000000
33559,28,273,9,1,2022-02-02 17:59:58.607000000
33559,28,274,9,1,2022-02-02 17:59:58.607000000
33559,28,275,9,1,2022-02-02 17:59:58.607000000
33559,28,297,13,1,2022-02-02 17:59:58.607000000
33559,28,298,13,1,2022-02-02 17:59:58.607000000
33559,28,299,13,1,2022-02-02 17:59:58.607000000
33559,28,300,13,1,2022-02-02 17:59:58.607000000
33559,28,301,13,1,2022-02-02 17:59:58.607000000
33559,28,302,13,1,2022-02-02 17:59:58.607000000
33559,28,303,13,1,2022-02-02 17:59:58.607000000
33559,28,304,13,1,2022-02-02 17:59:58.607000000
33559,28,305,13,1,2022-02-02 17:59:58.607000000
33559,28,306,13,1,2022-02-02 17:59:58.607000000
33559,28,307,13,1,2022-02-02 17:59:58.607000000
33559,28,309,13,1,2022-02-02 17:59:58.607000000
33559,28,310,13,1,2022-02-02 17:59:58.607000000
33559,28,311,13,1,2022-02-02 17:59:58.607000000
33559,28,312,13,1,2022-02-02 17:59:58.607000000
33559,28,313,13,1,2022-02-02 17:59:58.607000000
33560,35,269,8,1,2023-09-28 18:25:16.380000000
33560,35,270,8,1,2023-09-28 18:25:16.380000000
33560,35,271,8,1,2023-09-28 18:25:16.380000000
33560,35,273,9,1,2023-09-28 18:25:16.380000000
33560,35,274,9,1,2023-09-28 18:25:16.380000000
33560,35,275,9,1,2023-09-28 18:25:16.380000000
33560,35,297,13,1,2023-09-28 18:25:16.380000000
33560,35,298,13,1,2023-09-28 18:25:16.380000000
33560,35,299,13,1,2023-09-28 18:25:16.380000000
33560,35,300,13,1,2023-09-28 18:25:16.380000000
33560,35,301,13,1,2023-09-28 18:25:16.380000000
33560,35,302,13,1,2023-09-28 18:25:16.380000000
33560,35,303,13,1,2023-09-28 18:25:16.380000000
33560,35,304,13,1,2023-09-28 18:25:16.380000000
33560,35,305,13,1,2023-09-28 18:25:16.380000000
33560,35,306,13,1,2023-09-28 18:25:16.380000000
33560,35,307,13,1,2023-09-28 18:25:16.380000000
33560,35,309,13,1,2023-09-28 18:25:16.380000000
33560,35,310,13,1,2023-09-28 18:25:16.380000000
33560,35,311,13,1,2023-09-28 18:25:16.380000000
33560,35,312,13,1,2023-09-28 18:25:16.380000000
33560,35,313,13,1,2023-09-28 18:25:16.380000000
33563,26,269,8,1,2019-09-05 13:22:51.733000000
33563,26,270,8,1,2019-09-05 13:22:51.733000000
33563,26,271,8,1,2019-09-05 13:22:51.733000000
33563,26,273,9,1,2019-09-05 13:22:51.733000000
33563,26,274,9,1,2019-09-05 13:22:51.733000000
33563,26,275,9,1,2019-09-05 13:22:51.733000000
33563,26,297,13,1,2019-09-05 13:22:51.733000000
33563,26,298,13,1,2019-09-05 13:22:51.733000000
33563,26,299,13,1,2019-09-05 13:22:51.733000000
33563,26,300,13,1,2019-09-05 13:22:51.733000000
33563,26,301,13,1,2019-09-05 13:22:51.733000000
33563,26,302,13,1,2019-09-05 13:22:51.733000000
33563,26,303,13,1,2019-09-05 13:22:51.733000000
33563,26,304,13,1,2019-09-05 13:22:51.733000000
33563,26,305,13,1,2019-09-05 13:22:51.733000000
33563,26,306,13,1,2019-09-05 13:22:51.733000000
33563,26,307,13,1,2019-09-05 13:22:51.733000000
33563,26,309,13,1,2019-09-05 13:22:51.733000000
33563,26,310,13,1,2019-09-05 13:22:51.733000000
33563,26,311,13,1,2019-09-05 13:22:51.733000000
33563,26,312,13,1,2019-09-05 13:22:51.733000000
33563,26,313,13,1,2019-09-05 13:22:51.733000000
33567,27,269,8,1,2019-09-16 13:38:13.417000000
33567,27,270,8,1,2019-09-16 13:38:13.417000000
33567,27,271,8,1,2019-09-16 13:38:13.417000000
33567,27,273,9,1,2019-09-16 13:38:13.417000000
33567,27,274,9,1,2019-09-16 13:38:13.417000000
33567,27,275,9,1,2019-09-16 13:38:13.417000000
33567,27,297,13,1,2019-09-16 13:38:13.417000000
33567,27,298,13,1,2019-09-16 13:38:13.417000000
33567,27,299,13,1,2019-09-16 13:38:13.417000000
33567,27,300,13,1,2019-09-16 13:38:13.417000000
33567,27,301,13,1,2019-09-16 13:38:13.417000000
33567,27,302,13,1,2019-09-16 13:38:13.417000000
33567,27,303,13,1,2019-09-16 13:38:13.417000000
33567,27,304,13,1,2019-09-16 13:38:13.417000000
33567,27,305,13,1,2019-09-16 13:38:13.417000000
33567,27,306,13,1,2019-09-16 13:38:13.417000000
33567,27,307,13,1,2019-09-16 13:38:13.417000000
33567,27,309,13,1,2019-09-16 13:38:13.417000000
33567,27,310,13,1,2019-09-16 13:38:13.417000000
33567,27,311,13,1,2019-09-16 13:38:13.417000000
33567,27,312,13,1,2019-09-16 13:38:13.417000000
33567,27,313,13,1,2019-09-16 13:38:13.417000000
33569,28,269,8,1,2020-10-08 15:53:51.420000000
33569,28,270,8,1,2020-10-08 15:53:51.420000000
33569,28,271,8,1,2020-10-08 15:53:51.420000000
33569,28,273,9,1,2020-10-08 15:53:51.420000000
33569,28,274,9,1,2020-10-08 15:53:51.420000000
33569,28,275,9,1,2020-10-08 15:53:51.420000000
33569,28,297,13,1,2020-10-08 15:53:51.420000000
33569,28,298,13,1,2020-10-08 15:53:51.420000000
33569,28,299,13,1,2020-10-08 15:53:51.420000000
33569,28,300,13,1,2020-10-08 15:53:51.420000000
33569,28,301,13,1,2020-10-08 15:53:51.420000000
33569,28,302,13,1,2020-10-08 15:53:51.420000000
33569,28,303,13,1,2020-10-08 15:53:51.420000000
33569,28,304,13,1,2020-10-08 15:53:51.420000000
33569,28,305,13,1,2020-10-08 15:53:51.420000000
33569,28,306,13,1,2020-10-08 15:53:51.420000000
33569,28,307,13,1,2020-10-08 15:53:51.420000000
33569,28,309,13,1,2020-10-08 15:53:51.420000000
33569,28,310,13,1,2020-10-08 15:53:51.420000000
33569,28,311,13,1,2020-10-08 15:53:51.420000000
33569,28,312,13,1,2020-10-08 15:53:51.420000000
33569,28,313,13,1,2020-10-08 15:53:51.420000000
33573,24,269,8,1,2019-11-01 14:07:46.570000000
33573,24,270,8,1,2019-11-01 14:07:46.570000000
33573,24,271,8,1,2019-11-01 14:07:46.570000000
33573,24,273,9,1,2019-11-01 14:07:46.570000000
