lcd_id,lcd_version,related_num,r_ncd_id,r_ncd_version,last_updated
39616,4,1,0,1,2025-04-29 23:04:19.740000000
39624,3,1,0,1,2025-04-29 23:04:19.210000000
39636,4,1,0,1,2025-04-29 23:04:15.450000000
39642,6,1,0,1,2025-04-29 23:04:17.647000000
39644,6,1,0,1,2025-04-29 23:04:17.647000000
39646,5,1,0,1,2025-04-29 23:04:15.450000000
39646,7,1,0,1,2025-04-29 23:04:15.450000000
39647,3,1,0,1,2025-04-29 23:04:18.903000000
39648,4,1,0,1,2025-04-29 23:04:19.740000000
39650,4,1,0,1,2025-04-29 23:04:19.740000000
39650,5,1,0,1,2025-04-29 23:04:19.743000000
39650,6,1,0,1,2025-04-29 23:04:19.743000000
39654,3,1,0,1,2025-04-29 23:04:15.453000000
39656,9,1,373,1,2025-04-29 23:04:19.743000000
39657,4,1,0,1,2025-04-29 23:04:18.933000000
39658,3,1,0,1,2025-04-29 23:04:19.747000000
39658,4,1,0,1,2025-04-29 23:04:19.747000000
39662,5,1,373,1,2025-04-29 23:04:23.750000000
39667,9,1,198,1,2025-04-29 23:04:22.207000000
39667,9,2,281,1,2025-04-29 23:04:22.237000000
39667,9,3,372,1,2025-04-29 23:04:22.267000000
39668,8,1,372,1,2025-04-29 23:04:16.570000000
39668,8,2,198,1,2025-04-29 23:04:16.587000000
39668,8,3,281,1,2025-04-29 23:04:16.600000000
39671,5,1,373,1,2025-04-29 23:04:24.080000000
39677,3,1,0,1,2025-04-29 23:04:19.733000000
39678,4,1,0,1,2025-04-29 23:04:17.650000000
39679,3,1,0,1,2025-04-29 23:04:19.750000000
39680,4,1,0,1,2025-04-29 23:04:17.650000000
39682,5,1,0,1,2025-04-29 23:04:17.650000000
39682,7,1,0,1,2025-04-29 23:04:17.653000000
39684,4,1,0,1,2025-04-29 23:04:17.653000000
39684,6,1,0,1,2025-04-29 23:04:17.657000000
39685,5,1,0,1,2025-04-29 23:04:19.790000000
39686,3,1,0,1,2025-04-29 23:04:17.657000000
39687,5,1,0,1,2025-04-29 23:04:19.800000000
39688,3,1,0,1,2025-04-29 23:04:17.660000000
39708,2,1,0,1,2025-04-29 23:04:18.707000000
39709,3,1,0,1,2025-04-29 23:04:19.213000000
39710,2,1,0,1,2025-04-29 23:04:18.713000000
39711,3,1,0,1,2025-04-29 23:04:19.213000000
39713,5,1,373,1,2025-04-29 23:04:19.217000000
39720,3,1,0,1,2025-04-29 23:04:19.217000000
39720,5,1,0,1,2025-04-29 23:04:19.220000000
39726,3,1,0,1,2025-04-29 23:04:23.270000000
39741,7,1,0,1,2025-04-29 23:04:19.747000000
39741,8,1,0,1,2025-04-29 23:04:19.747000000
39755,35,1,12,1,2025-04-29 23:04:18.953000000
39755,35,2,217,1,2025-04-29 23:04:18.967000000
39755,35,3,47,1,2025-04-29 23:04:18.980000000
39755,35,4,139,1,2025-04-29 23:04:19.007000000
39756,7,1,217,1,2025-04-29 23:04:19.750000000
39756,7,2,47,1,2025-04-29 23:04:19.750000000
39756,7,3,139,1,2025-04-29 23:04:19.753000000
39758,8,1,0,1,2025-04-29 23:04:17.660000000
39758,13,1,0,1,2025-04-29 23:04:17.663000000
39759,11,1,217,1,2025-04-29 23:04:19.823000000
39759,11,2,47,1,2025-04-29 23:04:19.837000000
39759,11,3,139,1,2025-04-29 23:04:19.847000000
39760,7,1,217,1,2025-04-29 23:04:17.667000000
39760,7,2,47,1,2025-04-29 23:04:17.670000000
39760,7,3,139,1,2025-04-29 23:04:17.670000000
39760,7,4,12,4,2025-04-30 23:07:08.480000000
39762,5,1,0,1,2025-04-29 23:04:17.670000000
39762,8,1,0,1,2025-04-29 23:04:17.673000000
39763,8,1,217,1,2025-04-29 23:04:19.880000000
39763,8,2,47,1,2025-04-29 23:04:19.893000000
39763,8,3,139,1,2025-04-29 23:04:19.907000000
39764,8,1,217,1,2025-04-29 23:04:17.677000000
39764,8,2,47,1,2025-04-29 23:04:17.677000000
39764,8,3,139,1,2025-04-29 23:04:17.680000000
39764,8,4,12,4,2025-04-30 23:07:42.217000000
39770,4,1,0,1,2025-04-29 23:04:22.930000000
39773,7,1,0,1,2025-04-29 23:04:24.080000000
39777,11,1,0,1,2025-04-29 23:04:18.103000000
39780,3,1,16,1,2025-04-29 23:04:24.083000000
39788,7,1,0,1,2025-04-29 23:04:19.220000000
39788,9,1,0,1,2025-04-30 19:12:50.040000000
39793,46,1,0,1,2025-04-29 23:04:23.567000000
39793,47,1,0,1,2025-04-29 23:04:23.573000000
39796,5,1,0,1,2025-04-29 23:04:23.097000000
39797,11,1,0,1,2025-04-29 23:04:24.083000000
39797,13,1,0,1,2025-04-29 23:04:24.083000000
39799,15,1,0,1,2025-04-29 23:04:17.003000000
39799,16,1,0,1,2025-04-29 23:04:17.003000000
39800,7,1,263,1,2025-04-29 23:04:23.737000000
39801,4,1,0,1,2025-04-29 23:04:19.020000000
39802,3,1,0,1,2025-04-29 23:04:19.753000000
39802,5,1,0,1,2025-04-29 23:04:19.757000000
39802,8,1,0,1,2025-04-29 23:04:19.757000000
39805,16,1,12,1,2025-04-29 23:04:23.117000000
39805,16,2,217,1,2025-04-29 23:04:23.127000000
39805,16,3,47,1,2025-04-29 23:04:23.140000000
39805,16,4,139,1,2025-04-29 23:04:23.163000000
39806,7,1,12,1,2025-04-29 23:04:24.087000000
39806,7,2,217,1,2025-04-29 23:04:24.087000000
39806,7,3,47,1,2025-04-29 23:04:24.090000000
39806,7,4,139,1,2025-04-29 23:04:24.090000000
39809,4,1,0,1,2025-04-29 23:04:19.917000000
39810,5,1,0,1,2025-04-29 23:04:17.680000000
39810,8,1,0,1,2025-04-29 23:04:17.683000000
39811,4,1,0,1,2025-04-29 23:04:19.927000000
39812,5,1,0,1,2025-04-29 23:04:17.687000000
39812,8,1,0,1,2025-04-29 23:04:17.690000000
39820,11,1,9,1,2025-04-29 23:04:18.783000000
39820,11,2,60,1,2025-04-29 23:04:18.800000000
39820,11,3,18,1,2025-04-29 23:04:18.810000000
39823,11,1,217,1,2025-04-29 23:04:22.060000000
39823,11,2,47,1,2025-04-29 23:04:22.090000000
39823,11,3,139,1,2025-04-29 23:04:22.120000000
39826,5,1,9,1,2025-04-29 23:04:23.377000000
39826,5,2,60,1,2025-04-29 23:04:23.387000000
39826,5,3,18,1,2025-04-29 23:04:23.400000000
39827,4,1,12,1,2025-04-29 23:04:23.610000000
39828,6,1,217,1,2025-04-29 23:04:23.650000000
39828,6,2,47,1,2025-04-29 23:04:23.653000000
39828,6,3,139,1,2025-04-29 23:04:23.653000000
39828,6,4,12,1,2025-04-29 23:04:23.657000000
39831,13,1,0,1,2025-04-29 23:04:22.837000000
39835,10,1,0,1,2025-04-29 23:04:23.180000000
39839,9,1,176,1,2025-04-29 23:04:19.043000000
39840,13,1,176,1,2025-04-29 23:04:19.757000000
39840,14,1,176,1,2025-04-29 23:04:19.760000000
39843,4,1,0,1,2025-04-29 23:04:22.923000000
39844,5,1,0,1,2025-04-29 23:04:19.417000000
39845,5,1,0,1,2025-04-29 23:04:19.433000000
39848,4,1,0,1,2025-04-29 23:04:23.190000000
39849,3,1,0,1,2025-04-29 23:04:24.090000000
39850,13,1,0,1,2025-04-29 23:04:23.200000000
39851,10,1,176,2,2024-09-04 20:29:24.873000000
39851,13,1,176,2,2024-09-04 20:29:24.873000000
39851,15,1,176,1,2025-04-29 23:04:24.093000000
39852,3,1,0,1,2025-04-29 23:04:23.213000000
39853,3,1,16,1,2025-04-29 23:04:24.093000000
39856,3,1,0,1,2025-04-29 23:04:19.053000000
39858,4,1,0,1,2025-04-29 23:04:19.270000000
39859,4,1,0,1,2025-04-29 23:04:19.273000000
39862,6,1,176,1,2025-04-29 23:04:22.820000000
39863,6,1,176,1,2025-04-29 23:04:22.830000000
39863,9,1,176,1,2025-04-29 23:04:22.833000000
39864,2,1,12,1,2025-04-29 23:04:18.753000000
39864,2,2,217,1,2025-04-29 23:04:18.767000000
39864,2,3,47,1,2025-04-29 23:04:18.780000000
39864,2,4,139,1,2025-04-29 23:04:18.793000000
39865,3,1,217,6,2024-11-06 21:42:19.767000000
39865,3,2,139,1,2024-11-06 21:42:19.773000000
39865,3,3,47,1,2024-11-06 21:42:19.780000000
39865,3,4,12,4,2024-11-07 15:16:35.927000000
39865,4,1,12,1,2025-04-29 23:04:19.223000000
39865,4,2,217,1,2025-04-29 23:04:19.223000000
39865,4,3,47,1,2025-04-29 23:04:19.227000000
39865,4,4,139,1,2025-04-29 23:04:19.230000000
39870,4,1,217,1,2025-04-29 23:04:16.500000000
39870,4,2,47,1,2025-04-29 23:04:16.517000000
39870,4,3,139,1,2025-04-29 23:04:16.530000000
39873,7,1,0,1,2025-04-29 23:04:23.363000000
39876,31,1,366,1,2025-04-29 23:04:16.627000000
39877,4,1,366,1,2025-04-29 23:04:17.007000000
39878,15,1,366,1,2025-04-29 23:04:22.323000000
39879,10,1,366,1,2025-04-29 23:04:23.577000000
39880,11,1,176,1,2025-04-29 23:04:19.943000000
39881,5,1,176,1,2025-04-29 23:04:17.690000000
39881,8,1,176,1,2025-04-29 23:04:17.693000000
39882,8,1,176,1,2025-04-29 23:04:19.963000000
39883,5,1,176,1,2025-04-29 23:04:17.697000000
39883,8,1,176,1,2025-04-29 23:04:17.700000000
39903,8,1,279,1,2025-04-29 23:04:23.280000000
39903,8,2,177,1,2025-04-29 23:04:23.300000000
39903,8,3,263,1,2025-04-29 23:04:23.320000000
39904,2,1,60,1,2025-04-29 23:04:18.807000000
39904,2,2,9,1,2025-04-29 23:04:18.820000000
39904,2,3,239,1,2025-04-29 23:04:18.833000000
39905,3,1,60,1,2025-04-29 23:04:19.230000000
39905,3,2,9,1,2025-04-29 23:04:19.230000000
39905,3,3,239,1,2025-04-29 23:04:19.233000000
39905,3,4,213,1,2025-04-29 23:04:19.233000000
39906,2,1,0,1,2025-04-29 23:04:18.850000000
39907,3,1,9,1,2025-04-29 23:04:19.237000000
39907,3,2,239,1,2025-04-29 23:04:19.237000000
39908,2,1,0,1,2025-04-29 23:04:18.860000000
39910,2,1,0,1,2025-04-29 23:04:18.873000000
39911,5,1,0,1,2025-04-29 23:04:19.240000000
39911,7,1,0,1,2025-04-29 23:04:19.240000000
39912,3,1,0,1,2025-04-29 23:04:18.887000000
39913,5,1,0,1,2025-04-29 23:04:19.243000000
39913,7,1,0,1,2025-04-29 23:04:19.247000000
39914,3,1,64,1,2025-04-29 23:04:18.657000000
39914,3,2,14,1,2025-04-29 23:04:18.667000000
39914,3,3,129,1,2025-04-29 23:04:18.677000000
39914,3,4,338,1,2025-04-29 23:04:18.687000000
39915,5,1,0,1,2025-04-29 23:04:23.040000000
39918,3,1,0,1,2025-04-29 23:04:16.357000000
39920,4,1,226,1,2025-04-29 23:04:19.387000000
39920,4,2,330,1,2025-04-29 23:04:19.407000000
39921,4,1,226,1,2025-04-29 23:04:19.237000000
39921,4,2,330,1,2025-04-29 23:04:19.253000000
39922,5,1,0,1,2025-04-29 23:04:19.977000000
39926,5,1,0,1,2025-04-29 23:04:19.990000000
39928,5,1,177,1,2025-04-29 23:04:22.883000000
39931,4,1,177,1,2025-04-29 23:04:22.870000000
39932,4,1,0,1,2025-04-29 23:04:16.400000000
39934,4,1,0,1,2025-04-29 23:04:16.430000000
39937,4,1,0,1,2025-04-29 23:04:19.063000000
39939,3,1,0,1,2025-04-29 23:04:19.080000000
39941,7,1,0,1,2025-04-29 23:04:23.227000000
39942,5,1,0,1,2025-04-29 23:04:24.097000000
39943,4,1,0,1,2025-04-29 23:04:20
39945,5,1,0,1,2025-04-29 23:04:20.017000000
39947,3,1,0,1,2025-04-29 23:04:20.030000000
39949,3,1,0,1,2025-04-29 23:04:20.040000000
39955,5,1,0,1,2025-04-29 23:04:23.240000000
39956,5,1,0,1,2025-04-29 23:04:24.097000000
39957,4,1,0,1,2025-04-29 23:04:19.090000000
39958,4,1,0,1,2025-04-29 23:04:19.763000000
39959,4,1,0,1,2025-04-29 23:04:20.057000000
39960,3,1,0,1,2025-04-29 23:04:17.703000000
39961,4,1,0,1,2025-04-29 23:04:20.080000000
39962,3,1,0,1,2025-04-29 23:04:17.707000000
39963,6,1,372,1,2025-04-29 23:04:23.137000000
39963,6,2,198,1,2025-04-29 23:04:23.157000000
39978,7,1,158,1,2025-04-29 23:04:23.017000000
39981,3,1,0,1,2025-04-29 23:04:19.340000000
39982,4,1,0,1,2025-04-29 23:04:19.370000000
39983,8,1,0,1,2025-04-29 23:04:22.177000000
39986,2,1,0,1,2025-04-29 23:04:18.900000000
39988,2,1,0,1,2025-04-29 23:04:18.913000000
39994,6,1,333,1,2025-04-29 23:04:23.570000000
39995,5,1,333,1,2025-04-29 23:04:23.580000000
39996,7,1,0,1,2025-04-29 23:04:16.557000000
39999,3,1,0,1,2025-04-29 23:04:19.107000000
40001,4,1,165,1,2025-04-29 23:04:18.703000000
40001,4,2,212,1,2025-04-29 23:04:18.717000000
40001,4,3,263,1,2025-04-29 23:04:18.730000000
40001,4,4,164,1,2025-04-29 23:04:18.743000000
40003,3,1,372,1,2025-04-29 23:04:23.413000000
40016,43,1,0,1,2025-04-29 23:04:22.203000000
40021,2,1,0,1,2025-04-29 23:04:18.927000000
40025,8,1,0,1,2025-04-29 23:04:16.457000000
40031,3,1,176,1,2025-04-29 23:04:22.960000000
40037,4,1,0,1,2025-04-29 23:04:22.860000000
40045,5,1,155,1,2025-04-29 23:04:23.330000000
40045,5,2,266,1,2025-04-29 23:04:23.343000000
40047,6,1,155,1,2025-04-29 23:04:22.790000000
40047,6,2,266,1,2025-04-29 23:04:22.803000000
40049,3,1,155,1,2025-04-29 23:04:20.170000000
40049,3,2,266,1,2025-04-29 23:04:20.183000000
40051,4,1,155,1,2025-04-29 23:04:20.260000000
40051,4,2,266,1,2025-04-29 23:04:20.270000000
40055,3,1,155,1,2025-04-29 23:04:19.153000000
40055,3,2,266,1,2025-04-29 23:04:19.170000000
40167,12,1,0,1,2025-04-29 23:04:23.720000000
40173,4,1,0,1,2025-04-29 23:04:19.293000000
40174,4,1,0,1,2025-04-29 23:04:19.323000000
40175,4,1,0,1,2025-04-29 23:04:20.410000000
40177,4,1,0,1,2025-04-29 23:04:23.107000000
40178,3,1,0,1,2025-04-29 23:04:19.240000000
40180,6,1,0,1,2025-04-29 23:04:23.520000000
40181,8,1,158,1,2025-04-29 23:04:23.477000000
40183,9,1,0,1,2025-05-06 14:59:41.550000000
40184,7,1,0,1,2025-04-29 23:04:19.527000000
40185,7,1,0,1,2025-04-29 23:04:19.590000000
40188,6,1,0,1,2025-05-08 21:09:11.893000000
40192,3,1,0,1,2025-05-07 19:30:51.230000000
40194,3,1,0,1,2025-05-08 14:49:33.133000000
40195,3,1,155,1,2025-05-13 16:01:34.603000000
40195,3,2,266,1,2025-05-13 16:02:05.823000000
